tripduration,starttime,stoptime,start station id,end station id,bikeid,usertype,birth year,gender
1641,2019-12-01 01:32:55.7330,2019-12-01 02:00:16.7750,152,41,5267,Customer,1991,2
668,2019-12-01 01:36:19.6460,2019-12-01 01:47:27.9780,69,342,4131,Subscriber,1989,1
565,2019-12-01 02:08:52.9980,2019-12-01 02:18:18.3210,189,139,2206,Subscriber,1992,1
976,2019-12-01 02:29:15.6080,2019-12-01 02:45:32.4610,107,68,4127,Subscriber,1994,1
364,2019-12-01 02:32:18.6320,2019-12-01 02:38:22.7580,107,386,6097,Subscriber,1992,1
319,2019-12-01 02:35:43.1990,2019-12-01 02:41:02.9970,97,74,5684,Customer,2000,1
166,2019-12-01 02:36:04.5210,2019-12-01 02:38:50.6390,176,334,5329,Subscriber,1991,2
1153,2019-12-01 03:15:37.8610,2019-12-01 03:34:50.9510,33,338,4107,Subscriber,1972,1
554,2019-12-01 03:23:26.7210,2019-12-01 03:32:41.3340,110,413,3076,Subscriber,1959,2
1979,2019-12-01 03:27:48.3130,2019-12-01 04:00:47.5870,87,137,5643,Subscriber,1991,1
576,2019-12-01 04:41:01.0730,2019-12-01 04:50:37.9000,160,21,5216,Customer,1999,2
538,2019-12-01 04:44:26.0040,2019-12-01 04:53:24.6480,12,379,2763,Customer,2000,2
643,2019-12-01 04:47:10.5170,2019-12-01 04:57:53.6940,226,15,3055,Subscriber,1969,2
1403,2019-12-01 05:51:50.7180,2019-12-01 06:15:13.7990,96,30,6139,Subscriber,1995,1
403,2019-12-01 06:16:09.5740,2019-12-01 06:22:53.1000,338,226,4107,Subscriber,1995,1
590,2019-12-01 06:18:32.6380,2019-12-01 06:28:23.0670,377,149,3523,Subscriber,1968,1
872,2019-12-01 06:21:54.7600,2019-12-01 06:36:26.8340,149,71,5891,Subscriber,1986,2
255,2019-12-01 06:27:25.3260,2019-12-01 06:31:40.7190,402,86,2601,Subscriber,1978,1
537,2019-12-01 06:38:27.5880,2019-12-01 06:47:24.8960,27,21,3303,Subscriber,1986,1
452,2019-12-01 06:48:51.6030,2019-12-01 06:56:23.7900,360,404,3979,Subscriber,1992,1
386,2019-12-01 06:52:45.8590,2019-12-01 06:59:12.2940,221,180,5736,Subscriber,1989,1
336,2019-12-01 06:59:16.2660,2019-12-01 07:04:52.9380,67,76,4948,Subscriber,1996,1
236,2019-12-01 07:10:43.8990,2019-12-01 07:14:40.4160,381,76,3981,Subscriber,1996,2
185,2019-12-01 07:10:59.4750,2019-12-01 07:14:05.2060,386,68,6097,Subscriber,1979,2
470,2019-12-01 07:14:58.1570,2019-12-01 07:22:48.6980,19,9,3780,Subscriber,1981,1
626,2019-12-01 07:18:47.7760,2019-12-01 07:29:13.9570,332,15,1673,Subscriber,1998,1
607,2019-12-01 07:21:23.6340,2019-12-01 07:31:31.3580,11,10,2800,Subscriber,1988,2
334,2019-12-01 07:33:00.2970,2019-12-01 07:38:35.1060,10,105,2935,Subscriber,1988,2
254,2019-12-01 07:33:00.3740,2019-12-01 07:37:14.5060,159,125,5092,Subscriber,1990,1
70,2019-12-01 07:33:37.4630,2019-12-01 07:34:47.9070,160,160,5038,Subscriber,1998,1
915,2019-12-01 07:35:08.7440,2019-12-01 07:50:24.6070,160,9,2545,Subscriber,1998,1
369,2019-12-01 07:38:00.8850,2019-12-01 07:44:09.8860,17,149,2717,Subscriber,1989,1
598,2019-12-01 07:44:52.9320,2019-12-01 07:54:51.8070,68,105,4735,Subscriber,1970,2
323,2019-12-01 07:55:55.9240,2019-12-01 08:01:19.6730,11,342,2589,Customer,1992,1
1018,2019-12-01 08:06:01.6010,2019-12-01 08:23:00.2220,66,74,5815,Customer,1971,2
1267,2019-12-01 08:10:35.3210,2019-12-01 08:31:42.7590,115,234,4744,Subscriber,1988,1
1004,2019-12-01 08:14:19.5200,2019-12-01 08:31:03.7760,76,372,5452,Subscriber,1989,1
1115,2019-12-01 08:17:48.4100,2019-12-01 08:36:24.0300,75,330,5343,Subscriber,1992,2
356,2019-12-01 08:18:59.7890,2019-12-01 08:24:56.6130,67,68,2520,Subscriber,1990,1
704,2019-12-01 08:19:46.8970,2019-12-01 08:31:31.4740,346,9,5595,Subscriber,1993,1
244,2019-12-01 08:23:55.2720,2019-12-01 08:27:59.6080,149,17,5398,Subscriber,1989,1
990,2019-12-01 08:26:14.0390,2019-12-01 08:42:44.8180,58,10,2572,Subscriber,1986,2
400,2019-12-01 08:34:07.6650,2019-12-01 08:40:48.6560,33,370,3909,Customer,1989,2
1191,2019-12-01 08:39:48.6610,2019-12-01 08:59:39.7790,121,10,4508,Subscriber,1963,1
878,2019-12-01 08:45:07.3160,2019-12-01 08:59:45.4410,407,107,5501,Customer,1969,0
653,2019-12-01 08:45:44.5260,2019-12-01 08:56:38.2450,9,331,2346,Subscriber,1998,1
895,2019-12-01 08:45:52.1750,2019-12-01 09:00:47.4570,381,46,3827,Subscriber,1989,2
282,2019-12-01 08:47:52.8860,2019-12-01 08:52:35.0610,91,68,5810,Subscriber,1996,1
663,2019-12-01 08:49:29.9480,2019-12-01 09:00:33.6940,67,9,5938,Subscriber,2000,1
316,2019-12-01 08:49:41.1300,2019-12-01 08:54:57.8560,191,86,4939,Subscriber,1973,1
1251,2019-12-01 08:50:26.1510,2019-12-01 09:11:18.0520,116,105,3561,Subscriber,1953,1
2539,2019-12-01 08:50:56.7330,2019-12-01 09:33:16.6510,282,71,4822,Customer,1990,2
297,2019-12-01 08:52:49.0080,2019-12-01 08:57:46.9210,282,131,3130,Subscriber,1982,2
1093,2019-12-01 08:52:54.1510,2019-12-01 09:11:07.4250,381,85,5889,Subscriber,1993,2
417,2019-12-01 08:53:52.3620,2019-12-01 09:00:49.9540,361,9,3942,Subscriber,1999,1
458,2019-12-01 08:55:16.4460,2019-12-01 09:02:54.8760,70,76,5863,Subscriber,1999,1
570,2019-12-01 08:56:19.0610,2019-12-01 09:05:49.7930,86,14,3784,Subscriber,1973,1
567,2019-12-01 08:56:20.6880,2019-12-01 09:05:48.5250,67,76,2670,Subscriber,1998,2
830,2019-12-01 08:56:42.6770,2019-12-01 09:10:32.9260,116,42,3445,Subscriber,1989,1
818,2019-12-01 08:58:04.9440,2019-12-01 09:11:43.8160,105,332,3232,Subscriber,1987,2
328,2019-12-01 09:01:06.5660,2019-12-01 09:06:35.1180,361,67,2168,Subscriber,2000,1
603,2019-12-01 09:01:33.8370,2019-12-01 09:11:36.9460,82,233,5795,Subscriber,1991,1
227,2019-12-01 09:02:21.9980,2019-12-01 09:06:09.0810,116,68,2691,Subscriber,1999,1
431,2019-12-01 09:02:42.2270,2019-12-01 09:09:53.9110,12,57,2364,Subscriber,1985,1
722,2019-12-01 09:03:30.9140,2019-12-01 09:15:33.7420,197,159,4434,Subscriber,1961,2
494,2019-12-01 09:05:26.1380,2019-12-01 09:13:40.4700,179,76,5339,Subscriber,1986,2
445,2019-12-01 09:07:38.2450,2019-12-01 09:15:04.1300,184,68,5762,Subscriber,1988,1
908,2019-12-01 09:08:31.5300,2019-12-01 09:23:40.3070,108,67,3160,Subscriber,1990,1
804,2019-12-01 09:10:45.8000,2019-12-01 09:24:10.6460,99,67,6065,Subscriber,1991,2
501,2019-12-01 09:10:45.8790,2019-12-01 09:19:07.0300,226,403,5147,Subscriber,1963,1
626,2019-12-01 09:12:04.4790,2019-12-01 09:22:30.9020,149,377,3523,Subscriber,1968,1
1864,2019-12-01 09:12:48.7580,2019-12-01 09:43:53.6780,105,81,3561,Subscriber,1953,1
304,2019-12-01 09:13:39.7970,2019-12-01 09:18:44.0310,103,226,5162,Subscriber,1953,1
1014,2019-12-01 09:13:54.1500,2019-12-01 09:30:48.3290,361,10,5313,Subscriber,1948,1
249,2019-12-01 09:15:55.2890,2019-12-01 09:20:04.8520,139,105,2206,Subscriber,1991,2
1086,2019-12-01 09:16:46.3420,2019-12-01 09:34:52.7910,27,177,4824,Subscriber,1988,1
486,2019-12-01 09:19:23.8970,2019-12-01 09:27:30.0250,139,107,5581,Subscriber,1989,1
797,2019-12-01 09:27:28.0420,2019-12-01 09:40:45.9060,68,72,5762,Subscriber,1977,1
180,2019-12-01 09:28:17.2960,2019-12-01 09:31:17.9390,19,10,2518,Subscriber,1993,1
743,2019-12-01 09:28:35.6450,2019-12-01 09:40:58.8600,68,72,6097,Subscriber,1977,1
472,2019-12-01 09:29:49.0520,2019-12-01 09:37:42.0000,361,67,5925,Subscriber,1998,1
403,2019-12-01 09:35:28.7820,2019-12-01 09:42:12.2380,381,91,4412,Subscriber,1994,1
659,2019-12-01 09:37:06.8350,2019-12-01 09:48:06.6060,139,80,5806,Subscriber,1989,1
200,2019-12-01 09:37:51.7240,2019-12-01 09:41:12.2470,178,68,6151,Subscriber,1995,1
505,2019-12-01 09:38:22.5110,2019-12-01 09:46:47.6200,41,41,3750,Subscriber,1984,1
715,2019-12-01 09:39:25.6150,2019-12-01 09:51:20.8510,179,226,5468,Subscriber,1986,1
969,2019-12-01 09:40:17.1310,2019-12-01 09:56:26.6080,174,33,5125,Subscriber,1988,1
996,2019-12-01 09:40:44.1580,2019-12-01 09:57:20.7720,26,68,5853,Subscriber,1977,2
272,2019-12-01 09:41:35.3420,2019-12-01 09:46:08.0430,386,80,5687,Subscriber,1993,1
470,2019-12-01 09:42:13.9350,2019-12-01 09:50:03.9720,100,71,3339,Subscriber,1994,1
1071,2019-12-01 09:43:37.1760,2019-12-01 10:01:28.6710,72,71,2161,Subscriber,1985,2
527,2019-12-01 09:44:06.2440,2019-12-01 09:52:54.0880,403,226,5147,Subscriber,1963,1
1094,2019-12-01 09:45:29.6680,2019-12-01 10:03:44.5540,17,58,3560,Subscriber,1959,1
462,2019-12-01 09:46:00.8840,2019-12-01 09:53:43.3330,101,99,3720,Subscriber,1988,1
393,2019-12-01 09:46:29.8670,2019-12-01 09:53:03.6430,386,67,3854,Subscriber,1994,1
528,2019-12-01 09:46:30.2010,2019-12-01 09:55:18.4050,187,403,4400,Customer,1969,0
419,2019-12-01 09:46:39.1440,2019-12-01 09:53:38.3820,404,27,2872,Customer,1969,0
1605,2019-12-01 09:46:40.9450,2019-12-01 10:13:26.5210,116,236,2848,Subscriber,1992,2
1483,2019-12-01 09:47:05.0310,2019-12-01 10:11:48.6800,59,73,3740,Subscriber,1980,1
381,2019-12-01 09:47:13.3140,2019-12-01 09:53:34.8590,105,139,5296,Subscriber,1991,2
376,2019-12-01 09:49:32.2620,2019-12-01 09:55:49.1500,73,149,4426,Customer,1992,1
299,2019-12-01 09:50:10.9270,2019-12-01 09:55:10.4130,108,74,5830,Subscriber,1987,2
208,2019-12-01 09:51:01.0650,2019-12-01 09:54:29.6600,68,178,6151,Subscriber,1995,1
731,2019-12-01 09:51:45.9890,2019-12-01 10:03:57.6220,67,105,2650,Subscriber,1997,1
3265,2019-12-01 09:51:47.3810,2019-12-01 10:46:12.7940,398,73,3533,Customer,1969,0
399,2019-12-01 09:53:03.7510,2019-12-01 09:59:43.1800,116,74,3977,Subscriber,1991,1
684,2019-12-01 09:53:08.0140,2019-12-01 10:04:32.7540,137,71,4923,Subscriber,1990,2
657,2019-12-01 09:53:21.8660,2019-12-01 10:04:19.5630,137,71,5927,Subscriber,1990,2
428,2019-12-01 09:54:51.2070,2019-12-01 10:01:59.6720,21,342,5319,Subscriber,1962,1
270,2019-12-01 09:59:39.9860,2019-12-01 10:04:10.0980,110,74,2190,Subscriber,1995,2
517,2019-12-01 09:59:49.0940,2019-12-01 10:08:26.1230,139,74,5884,Subscriber,1995,1
889,2019-12-01 09:59:58.8240,2019-12-01 10:14:48.7860,87,224,2661,Subscriber,1996,1
1060,2019-12-01 10:01:23.9380,2019-12-01 10:19:04.5130,33,190,2980,Subscriber,1999,1
719,2019-12-01 10:01:24.2290,2019-12-01 10:13:23.3360,408,68,3568,Subscriber,1987,1
512,2019-12-01 10:02:00.9280,2019-12-01 10:10:33.8960,73,110,5215,Subscriber,1981,1
977,2019-12-01 10:02:13.2770,2019-12-01 10:18:31.1890,116,107,5822,Subscriber,1994,2
1471,2019-12-01 10:02:50.6060,2019-12-01 10:27:21.9540,87,11,6044,Subscriber,1972,2
219,2019-12-01 10:03:12.5340,2019-12-01 10:06:51.6090,407,108,5013,Subscriber,1993,1
663,2019-12-01 10:04:06.0260,2019-12-01 10:15:09.7720,57,359,3545,Subscriber,1995,2
372,2019-12-01 10:04:18.4110,2019-12-01 10:10:30.8770,95,68,5440,Subscriber,1997,1
318,2019-12-01 10:04:21.1000,2019-12-01 10:09:39.5450,80,386,5291,Subscriber,1993,1
2349,2019-12-01 10:05:42.0800,2019-12-01 10:44:52.0360,194,86,6096,Customer,1969,0
894,2019-12-01 10:06:03.5300,2019-12-01 10:20:58.1970,156,74,4484,Subscriber,1984,2
429,2019-12-01 10:06:29.1100,2019-12-01 10:13:38.9260,9,361,3942,Subscriber,1999,1
280,2019-12-01 10:07:34.1070,2019-12-01 10:12:14.3360,68,67,5853,Subscriber,1995,1
1100,2019-12-01 10:08:21.3180,2019-12-01 10:26:42.1840,76,11,3659,Subscriber,1983,1
374,2019-12-01 10:09:03.8880,2019-12-01 10:15:17.9320,335,76,4919,Subscriber,1989,1
395,2019-12-01 10:09:36.4450,2019-12-01 10:16:11.6090,12,11,3852,Subscriber,1973,1
773,2019-12-01 10:11:01.6080,2019-12-01 10:23:54.9240,118,70,6149,Subscriber,1987,1
418,2019-12-01 10:11:37.7520,2019-12-01 10:18:35.9550,108,99,5013,Subscriber,1993,1
1415,2019-12-01 10:12:07.8230,2019-12-01 10:35:43.3710,446,76,2399,Subscriber,1999,2
264,2019-12-01 10:13:40.2710,2019-12-01 10:18:04.9980,334,176,2412,Subscriber,1989,1
111,2019-12-01 10:15:05.3470,2019-12-01 10:16:57.0710,104,108,4532,Subscriber,1998,1
233,2019-12-01 10:16:05.4260,2019-12-01 10:19:59.1750,407,409,3280,Subscriber,1963,1
278,2019-12-01 10:17:41.0650,2019-12-01 10:22:19.3350,386,189,4891,Subscriber,1991,1
497,2019-12-01 10:17:46.6440,2019-12-01 10:26:04.5220,15,108,1673,Subscriber,1992,1
1142,2019-12-01 10:18:21.2900,2019-12-01 10:37:24.2650,41,318,2090,Customer,1975,1
294,2019-12-01 10:18:29.8230,2019-12-01 10:23:24.1680,89,221,3423,Subscriber,1985,1
551,2019-12-01 10:19:54.5330,2019-12-01 10:29:06.3600,139,67,5296,Subscriber,1991,2
908,2019-12-01 10:20:10.5140,2019-12-01 10:35:18.8050,105,84,2684,Subscriber,1975,1
920,2019-12-01 10:20:26.7460,2019-12-01 10:35:47.0930,8,73,4873,Customer,1989,1
913,2019-12-01 10:20:36.1640,2019-12-01 10:35:49.3310,8,73,5204,Customer,1989,1
349,2019-12-01 10:20:44.2770,2019-12-01 10:26:33.9320,403,11,4871,Subscriber,1983,0
319,2019-12-01 10:20:50.1580,2019-12-01 10:26:09.4890,67,68,5853,Subscriber,1971,1
282,2019-12-01 10:21:09.3940,2019-12-01 10:25:52.2930,342,233,4131,Subscriber,1993,1
1348,2019-12-01 10:21:17.4790,2019-12-01 10:43:46.0220,195,233,4918,Subscriber,1981,2
984,2019-12-01 10:21:38.0410,2019-12-01 10:38:02.6530,437,377,5933,Subscriber,1991,1
536,2019-12-01 10:22:35.0220,2019-12-01 10:31:31.1780,403,11,5558,Customer,1997,2
198,2019-12-01 10:22:37.9980,2019-12-01 10:25:56.3970,9,10,3780,Subscriber,1993,1
788,2019-12-01 10:22:48.3900,2019-12-01 10:35:57.3080,149,221,4426,Customer,1992,1
676,2019-12-01 10:22:53.1340,2019-12-01 10:34:09.8350,19,370,3623,Subscriber,1990,1
422,2019-12-01 10:23:15.7720,2019-12-01 10:30:18.7170,76,335,5789,Subscriber,1989,1
325,2019-12-01 10:23:24.7100,2019-12-01 10:28:50.4080,381,68,4941,Subscriber,1975,2
1139,2019-12-01 10:23:40.4270,2019-12-01 10:42:40.3850,377,190,2719,Customer,1993,2
535,2019-12-01 10:23:41.0910,2019-12-01 10:32:36.9680,12,4,4352,Customer,1998,1
1023,2019-12-01 10:23:52.9040,2019-12-01 10:40:56.5570,76,104,3935,Subscriber,1967,1
1244,2019-12-01 10:24:23.3530,2019-12-01 10:45:08.1330,70,404,3826,Subscriber,1990,1
809,2019-12-01 10:26:14.6690,2019-12-01 10:39:43.9910,99,73,5466,Subscriber,1989,2
767,2019-12-01 10:26:36.1820,2019-12-01 10:39:23.5810,89,73,4669,Subscriber,1969,0
310,2019-12-01 10:26:39.8510,2019-12-01 10:31:50.3500,104,74,3294,Subscriber,1998,1
624,2019-12-01 10:26:57.7400,2019-12-01 10:37:22.2600,87,104,4776,Subscriber,1989,2
706,2019-12-01 10:27:28.1680,2019-12-01 10:39:15.0470,9,68,5595,Subscriber,1988,1
290,2019-12-01 10:27:38.7680,2019-12-01 10:32:29.5310,178,76,4086,Subscriber,1991,1
297,2019-12-01 10:28:02.7240,2019-12-01 10:33:00.6920,66,9,5508,Subscriber,1993,1
521,2019-12-01 10:28:03.1350,2019-12-01 10:36:44.6160,76,95,3115,Subscriber,1997,1
755,2019-12-01 10:29:15.1060,2019-12-01 10:41:50.2000,361,39,3942,Subscriber,1995,2
1676,2019-12-01 10:33:29.4050,2019-12-01 11:01:25.7360,56,108,5583,Subscriber,1994,1
1180,2019-12-01 10:33:45.6420,2019-12-01 10:53:25.9650,68,40,5810,Subscriber,1981,1
404,2019-12-01 10:34:56.5740,2019-12-01 10:41:40.8210,178,105,6151,Subscriber,1996,2
292,2019-12-01 10:35:22.4300,2019-12-01 10:40:15.3920,364,27,3747,Subscriber,1997,1
588,2019-12-01 10:35:32.8760,2019-12-01 10:45:21.5940,9,67,4778,Subscriber,2000,1
358,2019-12-01 10:36:24.7890,2019-12-01 10:42:22.8360,30,342,5402,Subscriber,1995,2
357,2019-12-01 10:36:28.9690,2019-12-01 10:42:26.6260,30,342,6139,Subscriber,1994,1
723,2019-12-01 10:38:09.2190,2019-12-01 10:50:13.1250,75,233,4062,Subscriber,1993,2
261,2019-12-01 10:38:13.0190,2019-12-01 10:42:34.8320,108,104,4532,Subscriber,1962,2
2223,2019-12-01 10:38:41.2550,2019-12-01 11:15:44.6240,345,74,4760,Customer,1969,0
660,2019-12-01 10:39:05.4810,2019-12-01 10:50:05.7720,72,116,3561,Subscriber,1953,1
484,2019-12-01 10:40:20.9540,2019-12-01 10:48:25.1720,41,361,5267,Subscriber,2000,1
468,2019-12-01 10:42:47.3000,2019-12-01 10:50:36.0750,413,79,3442,Subscriber,1991,1
470,2019-12-01 10:45:02.0420,2019-12-01 10:52:52.8100,79,91,2889,Customer,1969,0
350,2019-12-01 10:45:08.7390,2019-12-01 10:50:59.1790,95,381,3115,Subscriber,1992,1
322,2019-12-01 10:45:15.3180,2019-12-01 10:50:37.9420,108,79,5063,Subscriber,1994,1
997,2019-12-01 10:46:36.6570,2019-12-01 11:03:14.2060,178,108,5145,Subscriber,1991,2
489,2019-12-01 10:47:56.0030,2019-12-01 10:56:05.4910,73,176,5466,Subscriber,1985,1
261,2019-12-01 10:48:07.9600,2019-12-01 10:52:29.6210,378,110,5766,Subscriber,1995,2
648,2019-12-01 10:48:26.6560,2019-12-01 10:59:14.6880,97,110,2352,Subscriber,1984,1
1072,2019-12-01 10:49:01.7090,2019-12-01 11:06:53.9750,33,68,5787,Subscriber,1988,1
603,2019-12-01 10:51:03.4180,2019-12-01 11:01:06.4480,67,381,4485,Subscriber,1988,1
442,2019-12-01 10:51:40.8710,2019-12-01 10:59:03.7570,184,68,2116,Subscriber,1996,2
424,2019-12-01 10:53:08.3360,2019-12-01 11:00:12.9920,9,103,4985,Subscriber,1953,1
330,2019-12-01 10:53:42.8870,2019-12-01 10:59:13.6820,381,76,5633,Subscriber,1961,2
402,2019-12-01 10:55:54.1240,2019-12-01 11:02:36.2250,115,145,2089,Subscriber,1988,1
429,2019-12-01 11:00:22.1770,2019-12-01 11:07:32.1200,176,74,3453,Customer,1994,2
1469,2019-12-01 11:00:22.9570,2019-12-01 11:24:52.4350,74,9,3183,Customer,2001,1
2639,2019-12-01 11:01:12.8540,2019-12-01 11:45:11.9440,185,361,5072,Subscriber,1960,1
2183,2019-12-01 11:01:19.7040,2019-12-01 11:37:43.3480,9,361,5938,Subscriber,1948,1
170,2019-12-01 11:01:28.5840,2019-12-01 11:04:18.6370,139,178,2859,Subscriber,1993,1
204,2019-12-01 11:01:53.3200,2019-12-01 11:05:17.4840,74,108,4368,Subscriber,1987,2
193,2019-12-01 11:02:07.9030,2019-12-01 11:05:21.1100,27,12,6012,Subscriber,1999,1
327,2019-12-01 11:03:00.3050,2019-12-01 11:08:27.8040,179,105,4791,Subscriber,1997,1
535,2019-12-01 11:05:10.4430,2019-12-01 11:14:06.1900,76,381,5052,Subscriber,1995,2
215,2019-12-01 11:07:33.6140,2019-12-01 11:11:09.0490,116,221,4106,Subscriber,1992,1
787,2019-12-01 11:08:02.8160,2019-12-01 11:21:10.4780,78,105,5727,Subscriber,1994,1
1133,2019-12-01 11:08:46.0880,2019-12-01 11:27:40.0860,97,234,4378,Subscriber,1989,2
343,2019-12-01 11:09:06.4290,2019-12-01 11:14:49.6930,226,69,6083,Subscriber,1987,1
495,2019-12-01 11:09:27.3410,2019-12-01 11:17:43.0280,68,179,3568,Subscriber,1996,2
754,2019-12-01 11:09:30.5430,2019-12-01 11:22:04.7290,177,41,4742,Subscriber,1998,2
391,2019-12-01 11:10:25.5950,2019-12-01 11:16:57.2870,79,68,2761,Subscriber,1994,1
444,2019-12-01 11:10:47.5130,2019-12-01 11:18:12.2080,193,82,5912,Subscriber,1987,1
864,2019-12-01 11:11:29.3000,2019-12-01 11:25:53.5540,19,68,3092,Subscriber,1993,2
763,2019-12-01 11:12:28.7830,2019-12-01 11:25:12.4670,104,68,4776,Customer,1993,1
1039,2019-12-01 11:13:22.8240,2019-12-01 11:30:42.5430,36,68,5463,Customer,1987,2
1726,2019-12-01 11:13:56.3560,2019-12-01 11:42:43.3080,71,71,6102,Subscriber,1990,1
637,2019-12-01 11:14:01.4080,2019-12-01 11:24:38.6590,131,359,5137,Subscriber,1993,2
1970,2019-12-01 11:14:03.8890,2019-12-01 11:46:54.3120,97,97,5120,Customer,1997,1
861,2019-12-01 11:14:20.4950,2019-12-01 11:28:41.6720,233,370,4731,Subscriber,1995,2
272,2019-12-01 11:16:32.3680,2019-12-01 11:21:05.1660,89,115,3504,Subscriber,1993,1
164,2019-12-01 11:17:39.8370,2019-12-01 11:20:24.6880,33,342,3501,Subscriber,1997,1
1352,2019-12-01 11:18:02.1140,2019-12-01 11:40:35.0970,76,115,4713,Subscriber,1982,1
393,2019-12-01 11:18:29.2350,2019-12-01 11:25:02.9430,97,76,3271,Subscriber,1985,1
888,2019-12-01 11:19:19.6150,2019-12-01 11:34:08.1250,360,4,2130,Subscriber,1983,1
617,2019-12-01 11:19:57.9440,2019-12-01 11:30:15.0520,351,149,4928,Subscriber,1991,1
441,2019-12-01 11:20:12.6910,2019-12-01 11:27:34.6570,105,178,6151,Subscriber,1996,2
3599,2019-12-01 11:21:09.1820,2019-12-01 12:21:09.1700,226,226,5468,Customer,1969,0
3595,2019-12-01 11:21:09.3300,2019-12-01 12:21:05.3110,226,226,5344,Customer,1969,0
1782,2019-12-01 11:21:14.4940,2019-12-01 11:50:57.1250,403,442,3596,Customer,1996,1
293,2019-12-01 11:23:50.2000,2019-12-01 11:28:44.1140,17,149,4466,Subscriber,1996,1
934,2019-12-01 11:24:24.7020,2019-12-01 11:39:59.2930,176,80,5715,Subscriber,1992,1
783,2019-12-01 11:25:36.3620,2019-12-01 11:38:40.3130,379,12,3895,Customer,2000,2
852,2019-12-01 11:26:15.6370,2019-12-01 11:40:28.0240,76,115,4784,Subscriber,1985,1
1535,2019-12-01 11:27:43.7110,2019-12-01 11:53:19.0850,356,73,5770,Subscriber,1984,1
230,2019-12-01 11:28:00.4280,2019-12-01 11:31:50.6760,178,68,2467,Subscriber,1997,1
1565,2019-12-01 11:28:27.5080,2019-12-01 11:54:33.0010,82,160,2512,Subscriber,1985,1
284,2019-12-01 11:29:12.8490,2019-12-01 11:33:57.5240,105,179,4791,Subscriber,1997,1
502,2019-12-01 11:29:33.4530,2019-12-01 11:37:55.6160,9,105,4021,Subscriber,1986,1
1171,2019-12-01 11:29:42.4480,2019-12-01 11:49:14.2000,377,377,5913,Subscriber,1991,1
499,2019-12-01 11:30:16.8680,2019-12-01 11:38:36.1590,381,107,5318,Subscriber,1995,1
457,2019-12-01 11:30:36.2330,2019-12-01 11:38:13.5700,381,107,4485,Subscriber,1994,1
514,2019-12-01 11:31:41.5840,2019-12-01 11:40:16.1620,68,179,2520,Customer,1993,1
813,2019-12-01 11:32:34.4280,2019-12-01 11:46:08.4120,46,381,5482,Subscriber,1989,2
1276,2019-12-01 11:33:13.2940,2019-12-01 11:54:29.5260,30,149,4655,Subscriber,1991,2
271,2019-12-01 11:35:11.7360,2019-12-01 11:39:42.8130,66,226,2278,Subscriber,1963,1
255,2019-12-01 11:35:39.3520,2019-12-01 11:39:55.0450,184,105,5515,Subscriber,1994,1
1357,2019-12-01 11:36:19.0870,2019-12-01 11:58:56.6220,378,46,3403,Subscriber,1993,1
421,2019-12-01 11:36:53.3160,2019-12-01 11:43:55.3060,67,361,2057,Subscriber,1999,1
644,2019-12-01 11:37:10.2030,2019-12-01 11:47:54.3670,107,139,3811,Subscriber,1999,2
